X,Y,OBJECTID,RTE,RTE_SFX,DIST,CNTY,PM_PFX,POSTMILE,PM_SFX,LEG,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,TRK_2_AXLE,TRK_2_AXLE_PCT,TRK_3_AXLE,TRK_3_AXLE_PCT,TRK_4_AXLE,TRK_4_AXLE_PCT,TRK_5_AXLE,TRK_5_AXLE_PCT,EAL,EST_VER_YEAR,EST_VER_CODE
-122.214714761,39.5242325340001,5243,162,,3,GLE,,65.523,,A,"WILLOWS, JCT. RTE. 5",3950,161,4.08,93,58.06,21,12.9,13,8.06,34,20.97,19,0,E
-122.214714761,39.5242325340001,5244,162,,3,GLE,,65.523,,A,"WILLOWS, JCT. RTE. 5",3950,161,4.08,93,58.06,21,12.9,13,8.06,34,20.97,19,0,E
-122.18518502,39.524184346,5245,162,,3,GLE,,67.106,,A,"WILLOWS, FIRST STREET",3100,279,9,112,40,25,8.89,19,6.67,124,44.44,52,0,E
-122.18518502,39.524184346,5246,162,,3,GLE,,67.106,,A,"WILLOWS, FIRST STREET",3100,279,9,112,40,25,8.89,19,6.67,124,44.44,52,0,E
-122.014046927,39.5217940700001,5247,162,,3,GLE,,76.27,,B,JCT. RTE. 45,2550,255,10,107,42.11,27,10.53,13,5.26,107,42.11,45,0,E
-122.014046927,39.5217940700001,5248,162,,3,GLE,,76.27,,B,JCT. RTE. 45,2550,255,10,107,42.11,27,10.53,13,5.26,107,42.11,45,0,E
-122.01730149,39.457321941,5249,162,,3,GLE,,76.28,,A,JCT. RTE. 45,2150,432,20.1,58,13.43,32,7.46,11,2.49,331,76.62,121,7,E
-122.01730149,39.457321941,5250,162,,3,GLE,,76.28,,A,JCT. RTE. 45,2150,432,20.1,58,13.43,32,7.46,11,2.49,331,76.62,121,7,E
-121.745988245,39.46475652,5251,162,,3,BUT,,6.66,,B,RICHVALE SOUTH HIGHWAY,1950,392,20.1,53,13.43,29,7.46,10,2.49,300,76.62,109,7,E
-121.745988245,39.46475652,5252,162,,3,BUT,,6.66,,B,RICHVALE SOUTH HIGHWAY,1950,392,20.1,53,13.43,29,7.46,10,2.49,300,76.62,109,7,E
-121.745988245,39.46475652,5253,162,,3,BUT,,6.66,,A,RICHVALE SOUTH HIGHWAY,1400,281,20.1,38,13.43,21,7.46,7,2.49,215,76.62,78,7,E
-121.745988245,39.46475652,5254,162,,3,BUT,,6.66,,A,RICHVALE SOUTH HIGHWAY,1400,281,20.1,38,13.43,21,7.46,7,2.49,215,76.62,78,7,E
-121.6884698,39.465216255,5255,162,,3,BUT,,9.726,,B,JCT. RTE. 99,1250,251,20.1,34,13.43,19,7.46,6,2.49,192,76.62,70,7,E
-121.6884698,39.465216255,5256,162,,3,BUT,,9.726,,B,JCT. RTE. 99,1250,251,20.1,34,13.43,19,7.46,6,2.49,192,76.62,70,7,E
-121.688668316,39.4942541390001,5257,162,,3,BUT,R,9.726,,A,JCT. RTE. 99,3150,307,9.74,137,44.49,64,20.91,49,15.97,57,18.63,38,0,E
-121.688668316,39.4942541390001,5258,162,,3,BUT,R,9.726,,A,JCT. RTE. 99,3150,307,9.74,137,44.49,64,20.91,49,15.97,57,18.63,38,0,E
-121.575311653,39.49792889,5259,162,,3,BUT,,15.831,,B,"OROVILLE, JCT. RTE. 70",14900,1365,9.16,279,20.41,487,35.71,418,30.61,181,13.27,178,0,E
-121.575363998,39.4980295710001,5260,162,,3,BUT,,15.831,,B,"OROVILLE, JCT. RTE. 70",14900,1365,9.16,279,20.41,487,35.71,418,30.61,181,13.27,178,0,E
-121.552250245,39.503877464,5261,162,,3,BUT,,17.142,,B,"OROVILLE, LINCOLN STREET",28000,2800,10,1680,60,616,22,56,2,448,16,278,83,E
-121.552250245,39.503877464,5262,162,,3,BUT,,17.142,,B,"OROVILLE, LINCOLN STREET",28000,2800,10,1680,60,616,22,56,2,448,16,278,83,E
-121.539020622,39.50262896,5263,162,,3,BUT,,18.006,,A,"OROVILLE, LOWER WYANDOTE ROAD",21800,894,4.1,452,50.6,221,24.7,38,4.3,182,20.4,105,85,V
-121.539020622,39.50262896,5264,162,,3,BUT,,18.006,,A,"OROVILLE, LOWER WYANDOTE ROAD",21800,894,4.1,452,50.6,221,24.7,38,4.3,182,20.4,105,85,V
-121.444002284,39.514830186,5265,162,,3,BUT,,24.194,,B,FORBESTOWN ROAD,4450,445,10,267,60,98,22,9,2,71,16,44,83,E
-121.444002284,39.514830186,5266,162,,3,BUT,,24.194,,B,FORBESTOWN ROAD,4450,445,10,267,60,98,22,9,2,71,16,44,83,E
-121.444002284,39.514830186,5267,162,,3,BUT,,24.194,,A,FORBESTOWN ROAD,1750,175,10,105,60,37,21.1,7,3.8,26,15.1,17,83,E
-121.444002284,39.514830186,5268,162,,3,BUT,,24.194,,A,FORBESTOWN ROAD,1750,175,10,105,60,37,21.1,7,3.8,26,15.1,17,83,E
-121.444853917,39.594177351,5269,162,,3,BUT,,31.07,,B,FOREMAN ROAD,1400,140,10,84,60,29,20.7,6,4,21,15.3,14,83,E
-121.444853917,39.594177351,5270,162,,3,BUT,,31.07,,B,FOREMAN ROAD,1400,140,10,84,60,29,20.7,6,4,21,15.3,14,83,E
-117.155274638,32.7241271780001,5271,163,,11,SD,,0.89,,A,JCT. RTE. 5,78000,2340,3,1694,72.4,290,12.4,49,2.1,307,13.1,199,86,V
-117.155509181,32.7241030100001,5272,163,,11,SD,,0.89,,A,JCT. RTE. 5,78000,2340,3,1694,72.4,290,12.4,49,2.1,307,13.1,199,86,V
-117.163338414,32.762654669,5273,163,,11,SD,,3.742,,B,"SAN DIEGO, JCT. RTE. 8",147000,4410,3,3193,72.4,547,12.4,93,2.1,578,13.1,375,86,E
-117.16349701,32.762581002,5274,163,,11,SD,,3.742,,B,"SAN DIEGO, JCT. RTE. 8",147000,4410,3,3193,72.4,547,12.4,93,2.1,578,13.1,375,86,E
-117.163338414,32.762654669,5275,163,,11,SD,,3.742,,A,"SAN DIEGO, JCT. RTE. 8",139000,5143,3.7,3312,64.4,792,15.4,129,2.5,910,17.7,522,86,V
-117.16349701,32.762581002,5276,163,,11,SD,,3.742,,A,"SAN DIEGO, JCT. RTE. 8",139000,5143,3.7,3312,64.4,792,15.4,129,2.5,910,17.7,522,86,V
-117.152793966,32.8086991550001,5277,163,,11,SD,,7.043,,B,"SAN DIEGO, JCT. RTE. 805",130000,4810,3.7,3098,64.4,741,15.4,120,2.5,851,17.7,488,86,E
-117.15293631,32.8090075270001,5278,163,,11,SD,,7.043,,B,"SAN DIEGO, JCT. RTE. 805",130000,4810,3.7,3098,64.4,741,15.4,120,2.5,851,17.7,488,86,E
-117.152793966,32.8086991550001,5279,163,,11,SD,,7.043,,A,"SAN DIEGO, JCT. RTE. 805",119000,6069,5.1,3350,55.2,935,15.4,206,3.4,1578,26,778,86,E
-117.15293631,32.8090075270001,5280,163,,11,SD,,7.043,,A,"SAN DIEGO, JCT. RTE. 805",119000,6069,5.1,3350,55.2,935,15.4,206,3.4,1578,26,778,86,E
-117.146584647,32.8218004300001,5281,163,,11,SD,,8.01,,A,"SAN DIEGO, BALBOA AVENUE",123000,3481,2.83,1806,51.89,575,16.51,337,9.67,763,21.93,429,4,E
-117.146847666,32.8218446070001,5282,163,,11,SD,,8.01,,A,"SAN DIEGO, BALBOA AVENUE",123000,3481,2.83,1806,51.89,575,16.51,337,9.67,763,21.93,429,4,E
-117.119102024,32.854822481,5283,163,,11,SD,R,10.837,,B,"SAN DIEGO, KEARNEY VILLA ROAD INTERCHANGE",150000,11040,7.36,8979,81.33,654,5.92,512,4.64,896,8.12,759,22,V
-117.1190875,32.855057247,5284,163,,11,SD,R,10.837,,B,"SAN DIEGO, KEARNEY VILLA ROAD INTERCHANGE",150000,11040,7.36,8979,81.33,654,5.92,512,4.64,896,8.12,759,22,V
-117.110566161,32.862632193,5285,163,,11,SD,R,11.662,,B,JCT. RTE. 15,115000,3634,3.16,1885,51.88,600,16.51,351,9.67,797,21.93,448,4,E
-117.110746559,32.8641774590001,5286,163,,11,SD,R,11.662,,B,JCT. RTE. 15,115000,3634,3.16,1885,51.88,600,16.51,351,9.67,797,21.93,448,4,E
-118.072926553,34.07176431,5287,164,,7,LA,,5.599,,B,"EL MONTE, JCT. RTE. 10, SAN BERNARDINO FREEWAY",75000,3353,4.47,2207,65.81,433,12.9,122,3.65,591,17.64,339,6,V
-118.073086843,34.07177634,5288,164,,7,LA,,5.599,,B,"EL MONTE, JCT. RTE. 10, SAN BERNARDINO FREEWAY",75000,3353,4.47,2207,65.81,433,12.9,122,3.65,591,17.64,339,6,V
-118.072926553,34.07176431,5289,164,,7,LA,,5.599,,A,"EL MONTE, JCT. RTE. 10, SAN BERNARDINO FREEWAY",51000,1709,3.35,1314,76.87,179,10.49,54,3.17,162,9.47,126,6,V
-118.073086843,34.07177634,5290,164,,7,LA,,5.599,,A,"EL MONTE, JCT. RTE. 10, SAN BERNARDINO FREEWAY",51000,1709,3.35,1314,76.87,179,10.49,54,3.17,162,9.47,126,6,V
-120.840974879,36.9299529840001,5291,165,,10,MER,L,0,,A,JCT. RTE. 5,1400,132,9.4,13,9.5,33,24.8,8,5.8,79,59.9,32,97,V
-120.840974879,36.9299529840001,5292,165,,10,MER,L,0,,A,JCT. RTE. 5,1400,132,9.4,13,9.5,33,24.8,8,5.8,79,59.9,32,97,V
-120.835356857,37.056866347,5293,165,,10,MER,,8.786,,B,"LOS BANOS, JCT. RTE. 152",12000,948,7.9,91,9.6,129,13.6,21,2.2,707,74.6,262,97,V
-120.835356857,37.056866347,5294,165,,10,MER,,8.786,,B,"LOS BANOS, JCT. RTE. 152",12000,948,7.9,91,9.6,129,13.6,21,2.2,707,74.6,262,97,V
-120.835356857,37.056866347,5295,165,,10,MER,,8.786,,A,"LOS BANOS, JCT. RTE. 152",16000,1456,9.1,159,10.9,201,13.8,31,2.1,1066,73.2,396,97,V
-120.835356857,37.056866347,5296,165,,10,MER,,8.786,,A,"LOS BANOS, JCT. RTE. 152",16000,1456,9.1,159,10.9,201,13.8,31,2.1,1066,73.2,396,97,V
-120.851239923,37.3131640080001,5297,165,,10,MER,,26.872,,B,JCT. RTE. 140,7550,588,7.79,71,12,93,15.8,20,3.4,405,68.8,154,97,V
-120.851239923,37.3131640080001,5298,165,,10,MER,,26.872,,B,JCT. RTE. 140,7550,588,7.79,71,12,93,15.8,20,3.4,405,68.8,154,97,V
-120.851239923,37.3131640080001,5299,165,,10,MER,,26.872,,A,JCT. RTE. 140,8750,814,9.3,33,4,231,28.4,46,5.6,505,62,203,97,V
-120.851239923,37.3131640080001,5300,165,,10,MER,,26.872,,A,JCT. RTE. 140,8750,814,9.3,33,4,231,28.4,46,5.6,505,62,203,97,V
-120.848998346,37.4732692330001,5301,165,,10,STA,,1.45,,B,JCT. RTE. 99,18000,882,4.9,82,9.3,127,14.4,19,2.2,654,74.1,243,97,V
-120.848998346,37.4732692330001,5302,165,,10,STA,,1.45,,B,JCT. RTE. 99,18000,882,4.9,82,9.3,127,14.4,19,2.2,654,74.1,243,97,V
-120.57402693,34.957568801,5303,166,,5,SB,,0,,A,"GUADALUPE, JCT. RTE. 1",8900,992,11.15,692,69.76,72,7.26,41,4.13,187,18.85,101,22,V
-120.57402693,34.957568801,5304,166,,5,SB,,0,,A,"GUADALUPE, JCT. RTE. 1",8900,992,11.15,692,69.76,72,7.26,41,4.13,187,18.85,101,22,V
-120.453715974,34.9532581550001,5305,166,,5,SB,,6.87,,B,"SANTA MARIA, BLOSSER ROAD",14500,1740,12,748,43,244,14,139,8,609,35,279,18,E
-120.453716608,34.9533675370001,5306,166,,5,SB,,6.87,,B,"SANTA MARIA, BLOSSER ROAD",14500,1740,12,748,43,244,14,139,8,609,35,279,18,E
-120.453715974,34.9532581550001,5307,166,,5,SB,,6.87,,A,"SANTA MARIA, BLOSSER ROAD",15500,1705,11,733,43,222,13,119,7,631,37,281,18,E
-120.453716608,34.9533675370001,5308,166,,5,SB,,6.87,,A,"SANTA MARIA, BLOSSER ROAD",15500,1705,11,733,43,222,13,119,7,631,37,281,18,E
-120.435881833,34.953069457,5309,166,,5,SB,,7.87,,A,"SANTA MARIA, JCT. RTE. 135",21000,2283,10.87,822,36,228,10,91,4,1142,50,457,18,E
-120.435890056,34.9532106290001,5310,166,,5,SB,,7.87,,A,"SANTA MARIA, JCT. RTE. 135",21000,2283,10.87,822,36,228,10,91,4,1142,50,457,18,E
-120.417279499,34.9529492390001,5311,166,,5,SB,,8.927,,B,"SANTA MARIA, JCT. RTE. 101",23500,1880,8,583,31,150,8,94,5,1053,56,411,18,E
-120.41727339,34.9530530850001,5312,166,,5,SB,,8.927,,B,"SANTA MARIA, JCT. RTE. 101",23500,1880,8,583,31,150,8,94,5,1053,56,411,18,E
-120.43473166,34.996259507,5313,166,,5,SLO,,8.927,,A,"SANTA MARIA, JCT. RTE. 101",3350,1040,31.04,390,37.5,94,9.04,77,7.4,479,46.06,199,22,E
-120.43473166,34.996259507,5314,166,,5,SLO,,8.927,,A,"SANTA MARIA, JCT. RTE. 101",3350,1040,31.04,390,37.5,94,9.04,77,7.4,479,46.06,199,22,E
-120.360217411,35.0032521090001,5315,166,,5,SLO,,13.511,,A,SUEY ROAD,3100,720,23.23,220,30.62,49,6.81,33,4.57,418,58,161,21,E
-120.360217411,35.0032521090001,5316,166,,5,SLO,,13.511,,A,SUEY ROAD,3100,720,23.23,220,30.62,49,6.81,33,4.57,418,58,161,21,E
-119.691692874,34.9489624770001,5317,166,,5,SB,,64.3,,A,PERKINS ROAD,3100,703,22.68,191,27.17,34,4.84,18,2.56,460,65.43,171,22,E
-119.691692874,34.9489624770001,5318,166,,5,SB,,64.3,,A,PERKINS ROAD,3100,703,22.68,191,27.17,34,4.84,18,2.56,460,65.43,171,22,E
-119.512051472,34.936279875,5319,166,,5,SLO,,74.718,,B,"MARICOPA, JCT. RTE. 33",3000,713,23.77,182,25.54,51,7.14,38,5.28,442,62.04,169,16,V
-119.512051472,34.936279875,5320,166,,5,SLO,,74.718,,B,"MARICOPA, JCT. RTE. 33",3000,713,23.77,182,25.54,51,7.14,38,5.28,442,62.04,169,16,V
-119.401021304,35.0584344580001,5321,166,,6,KER,,0.01,,A,"MARICOPA, JCT. RTE. 33",3000,791,26.36,310,39.18,50,6.34,22,2.74,409,51.74,160,21,V
-119.401021304,35.0584344580001,5322,166,,6,KER,,0.01,,A,"MARICOPA, JCT. RTE. 33",3000,791,26.36,310,39.18,50,6.34,22,2.74,409,51.74,160,21,V
-119.349262812,35.058202785,5323,166,,6,KER,,2.96,,A,PENTLAND ROAD,2750,629,22.89,221,35.1,37,5.93,24,3.74,347,55.23,134,21,E
-119.349262812,35.058202785,5324,166,,6,KER,,2.96,,A,PENTLAND ROAD,2750,629,22.89,221,35.1,37,5.93,24,3.74,347,55.23,134,21,E
-118.999173174,35.059349195,5325,166,,6,KER,,22.797,,B,JCT. RTE. 5,2800,699,24.98,242,34.69,54,7.72,29,4.21,373,53.37,146,21,V
-118.999173174,35.059349195,5326,166,,6,KER,,22.797,,B,JCT. RTE. 5,2800,699,24.98,242,34.69,54,7.72,29,4.21,373,53.37,146,21,V
-118.967920306,35.057836095,5327,166,,6,KER,,24.62,,B,"METTLER, JCT. RTE. 99",2550,614,24.08,224,36.42,29,4.79,19,3.04,342,55.75,131,21,V
-118.967920306,35.057836095,5328,166,,6,KER,,24.62,,B,"METTLER, JCT. RTE. 99",2550,614,24.08,224,36.42,29,4.79,19,3.04,342,55.75,131,21,V
-119.160797734,38.045301206,5329,167,,9,MNO,,0,,A,JCT. RTE. 395,170,50,29.41,41,82,4,8,1,2,4,8,3,22,V
-119.160797734,38.045301206,5330,167,,9,MNO,,0,,A,JCT. RTE. 395,170,50,29.41,41,82,4,8,1,2,4,8,3,22,V
-118.797636686,38.160556243,5331,167,,9,MNO,,21.331,,B,NEVADA STATE LINE,100,5,5,1,25,0,0,0,0,4,75,1,7,E
-118.797636686,38.160556243,5332,167,,9,MNO,,21.331,,B,NEVADA STATE LINE,100,5,5,1,25,0,0,0,0,4,75,1,7,E
-119.557380791,36.8738023290001,5333,168,,6,FRE,,15.47,,A,ACADEMY AVENUE,6900,630,9.13,523,83.02,46,7.25,21,3.4,40,6.33,39,19,V
-119.557380791,36.8738023290001,5334,168,,6,FRE,,15.47,,A,ACADEMY AVENUE,6900,630,9.13,523,83.02,46,7.25,21,3.4,40,6.33,39,19,V
-119.557380791,36.8738023290001,5335,168,,6,FRE,,15.47,,B,ACADEMY AVENUE,7000,463,6.62,389,84,32,7,14,3,28,6,28,16,E
-119.557380791,36.8738023290001,5336,168,,6,FRE,,15.47,,B,ACADEMY AVENUE,7000,463,6.62,389,84,32,7,14,3,28,6,28,16,E
-119.366487959,37.060265379,5337,168,,6,FRE,R,36.179,,A,AUBERRY ROAD,3400,340,10,299,88,24,7,14,4,3,1,16,4,E
-119.366512757,37.0603587460001,5338,168,,6,FRE,R,36.179,,A,AUBERRY ROAD,3400,340,10,299,88,24,7,14,4,3,1,16,4,E
-119.366487959,37.060265379,5339,168,,6,FRE,R,36.179,,B,AUBERRY ROAD,3200,320,10,294,92,13,4,6,2,6,2,14,4,E
-119.366512757,37.0603587460001,5340,168,,6,FRE,R,36.179,,B,AUBERRY ROAD,3200,320,10,294,92,13,4,6,2,6,2,14,4,E
-119.296023358,37.1560092780001,5341,168,,6,FRE,,49.66,,B,HUNTINGTON LAKE ROAD,1250,301,24.07,211,70.03,43,14.24,24,8.01,23,7.72,23,21,V
-119.296023358,37.1560092780001,5342,168,,6,FRE,,49.66,,B,HUNTINGTON LAKE ROAD,1250,301,24.07,211,70.03,43,14.24,24,8.01,23,7.72,23,21,V
-119.296023358,37.1560092780001,5343,168,,6,FRE,,49.66,,A,HUNTINGTON LAKE ROAD,1000,100,10,86,86.26,8,8.4,2,2.29,3,3.05,5,19,E
-119.296023358,37.1560092780001,5344,168,,6,FRE,,49.66,,A,HUNTINGTON LAKE ROAD,1000,100,10,86,86.26,8,8.4,2,2.29,3,3.05,5,19,E
-119.161485401,37.255427372,5345,168,,6,FRE,,65.84,,B,FLORENCE LAKE ROAD,1000,82,8.21,68,83.19,8,10.08,3,3.36,3,3.36,5,20,E
-119.161485401,37.255427372,5346,168,,6,FRE,,65.84,,B,FLORENCE LAKE ROAD,1000,82,8.21,68,83.19,8,10.08,3,3.36,3,3.36,5,20,E
-118.606533215,37.218289235,5347,168,,9,INY,R,0,,A,LAKE SABRINA,400,4,1,3,75,1,25,0,0,0,0,0,7,E
-118.606533215,37.218289235,5348,168,,9,INY,R,0,,A,LAKE SABRINA,400,4,1,3,75,1,25,0,0,0,0,0,7,E
-118.579993712,37.2563759930001,5349,168,,9,INY,R,3.278,,B,SOUTH LAKE ROAD,400,10,2.5,5,50,5,50,0,0,0,0,1,7,E
-118.579993712,37.2563759930001,5350,168,,9,INY,R,3.278,,B,SOUTH LAKE ROAD,400,10,2.5,5,50,5,50,0,0,0,0,1,7,E
-118.579993712,37.2563759930001,5351,168,,9,INY,R,3.278,,A,SOUTH LAKE ROAD,670,16,2.33,11,68.75,1,6.25,4,25,0,0,1,7,E
-118.579993712,37.2563759930001,5352,168,,9,INY,R,3.278,,A,SOUTH LAKE ROAD,670,16,2.33,11,68.75,1,6.25,4,25,0,0,1,7,E
-118.459373124,37.358443956,5353,168,,9,INY,,14.74,,B,OTEY ROAD,1250,206,16.45,192,93.12,9,4.59,2,0.92,3,1.38,9,16,V
-118.459373124,37.358443956,5354,168,,9,INY,,14.74,,B,OTEY ROAD,1250,206,16.45,192,93.12,9,4.59,2,0.92,3,1.38,9,16,V
-118.431300332,37.361385678,5355,168,,9,INY,,16.342,,B,BROCKMAN LANE,6300,250,3.97,188,75,35,14.1,8,3.3,19,7.6,18,7,E
-118.431300332,37.361385678,5356,168,,9,INY,,16.342,,B,BROCKMAN LANE,6300,250,3.97,188,75,35,14.1,8,3.3,19,7.6,18,7,E
-118.431300332,37.361385678,5357,168,,9,INY,,16.342,,A,BROCKMAN LANE,6200,558,9,476,85.3,41,7.35,18,3.23,23,4.12,31,22,V
-118.431300332,37.361385678,5358,168,,9,INY,,16.342,,A,BROCKMAN LANE,6200,558,9,476,85.3,41,7.35,18,3.23,23,4.12,31,22,V
-118.395296107,37.3614065360001,5359,168,,9,INY,,18.31,,B,JCT. RTE. 395,7400,397,5.36,310,78.11,52,13,16,4,19,4.89,25,7,V
-118.395296107,37.3614065360001,5360,168,,9,INY,,18.31,,B,JCT. RTE. 395,7400,397,5.36,310,78.11,52,13,16,4,19,4.89,25,7,V
-118.290306649,37.1734636670001,5361,168,,9,INY,,18.32,,A,JCT. RTE. 395,530,133,25.09,29,21.8,50,37.59,42,31.58,12,9.02,16,22,V
-118.290306649,37.1734636670001,5362,168,,9,INY,,18.32,,A,JCT. RTE. 395,530,133,25.09,29,21.8,50,37.59,42,31.58,12,9.02,16,22,V
-117.912050199,37.4867978070001,5363,168,,9,MNO,,1.45,,B,"OASIS, JCT. RTE. 266 NORTH",230,18,8,7,37.5,5,25,0,0,7,37.5,3,96,E
-117.912050199,37.4867978070001,5364,168,,9,MNO,,1.45,,B,"OASIS, JCT. RTE. 266 NORTH",230,18,8,7,37.5,5,25,0,0,7,37.5,3,96,E
-124.034195248,41.523157203,5365,169,,1,DN,R,0,,A,"KLAMATH, JCT. RTE. 101",1900,162,8.5,49,30,57,35.3,3,1.6,54,33.1,26,17,E
-124.034195248,41.523157203,5366,169,,1,DN,R,0,,A,"KLAMATH, JCT. RTE. 101",1900,162,8.5,49,30,57,35.3,3,1.6,54,33.1,26,17,E
-123.874763007,41.3508943690001,5367,169,,1,HUM,,13.2,,A,WAUTECK VILLAGE,200,40,20,32,79.55,5,13.64,0,0,3,6.82,3,17,E
-123.874763007,41.3508943690001,5368,169,,1,HUM,,13.2,,A,WAUTECK VILLAGE,200,40,20,32,79.55,5,13.64,0,0,3,6.82,3,17,E
-123.704690283,41.186586864,5369,169,,1,HUM,,33.84,,B,"WEITCHPEC, JCT. RTE. 96",300,23,7.8,15,65,4,17,1,3.8,3,14.2,2,17,E
-123.704690283,41.186586864,5370,169,,1,HUM,,33.84,,B,"WEITCHPEC, JCT. RTE. 96",300,23,7.8,15,65,4,17,1,3.8,3,14.2,2,17,E
-118.376375312,34.1531171930001,5371,170,,7,LA,R,14.5,,A,"LOS ANGELES, JCT. RTES. 101/134, VENTURA/HOLLYWOOD FREEWAYS INTERCHANGE",166000,6441,3.88,4122,63.99,785,12.18,281,4.37,1253,19.46,690,11,E
-118.376682289,34.153210433,5372,170,,7,LA,R,14.5,,A,"LOS ANGELES, JCT. RTES. 101/134, VENTURA/HOLLYWOOD FREEWAYS INTERCHANGE",166000,6441,3.88,4122,63.99,785,12.18,281,4.37,1253,19.46,690,11,E
-118.402059492,34.191795524,5373,170,,7,LA,R,17.62,,O,"S/O SHERMAN WAY; VAN OWEN ST",206000,7375,3.58,3373,45.73,1322,17.92,964,13.07,1717,23.28,974,16,V
-118.402292314,34.1917940810001,5374,170,,7,LA,R,17.62,,O,"S/O SHERMAN WAY; VAN OWEN ST",206000,7375,3.58,3373,45.73,1322,17.92,964,13.07,1717,23.28,974,16,V
-118.409582737,34.23307284,5375,170,,7,LA,R,20.551,,B,"LOS ANGELES, JCT. RTE. 5, GOLDEN STATE FREEWAY INTERCHANGE",126000,6476,5.14,4144,63.99,789,12.18,283,4.37,1260,19.46,694,11,E
-118.412176612,34.234850755,5376,170,,7,LA,R,20.551,,B,"LOS ANGELES, JCT. RTE. 5, GOLDEN STATE FREEWAY INTERCHANGE",126000,6476,5.14,4144,63.99,789,12.18,283,4.37,1260,19.46,694,11,E
-121.59655442,40.347589215,5377,172,,2,TEH,,0,,A,"MINERAL, JCT. RTE. 36",170,1,0.5,1,100,0,0,0,0,0,0,0,22,E
-121.59655442,40.347589215,5378,172,,2,TEH,,0,,A,"MINERAL, JCT. RTE. 36",170,1,0.5,1,100,0,0,0,0,0,0,0,22,E
-121.526770499,40.323868029,5379,172,,2,TEH,,5.77,,A,MILL CREEK,170,86,50.83,0,0.55,0,0.11,1,1.36,84,97.98,29,22,E
-121.526770499,40.323868029,5380,172,,2,TEH,,5.77,,A,MILL CREEK,170,86,50.83,0,0.55,0,0.11,1,1.36,84,97.98,29,22,E
-121.511823144,40.3619338,5381,172,,2,TEH,,8.917,,B,"MORGAN SPRINGS, JCT. RTE. 36",170,86,50.83,0,0,0,0,1,1.16,85,98.84,29,22,E
-121.511823144,40.3619338,5382,172,,2,TEH,,8.917,,B,"MORGAN SPRINGS, JCT. RTE. 36",170,86,50.83,0,0,0,0,1,1.16,85,98.84,29,22,E
-117.346358823,34.3124255540001,5383,173,,8,SBD,L,0,,A,JCT. RTE. 138,1200,49,4.1,31,64,9,18,7,14,2,4,4,85,V
-117.346358823,34.3124255540001,5384,173,,8,SBD,L,0,,A,JCT. RTE. 138,1200,49,4.1,31,64,9,18,7,14,2,4,4,85,V
-117.259116993,34.336924626,5385,173,,8,SBD,L,6.989,,A,ARROWHEAD LAKE ROAD,150,60,40,60,100,0,0,0,0,0,0,2,79,E
-117.259116993,34.336924626,5386,173,,8,SBD,L,6.989,,A,ARROWHEAD LAKE ROAD,150,60,40,60,100,0,0,0,0,0,0,2,79,E
-117.189594083,34.2485677820001,5387,173,,8,SBD,,21.462,,A,"LAKE ARROWHEAD, JCT. RTE. 189 AT ARROWHEAD VILLAGE ROAD",4200,420,10,339,80.8,40,9.6,0,0,40,9.6,29,86,V
-117.189594083,34.2485677820001,5388,173,,8,SBD,,21.462,,A,"LAKE ARROWHEAD, JCT. RTE. 189 AT ARROWHEAD VILLAGE ROAD",4200,420,10,339,80.8,40,9.6,0,0,40,9.6,29,86,V
-117.189594083,34.2485677820001,5389,173,,8,SBD,,21.462,,B,"LAKE ARROWHEAD, JCT. RTE. 189 AT ARROWHEAD VILLAGE ROAD",8700,522,6,458,87.8,44,8.5,0,0,19,3.7,27,89,V
-117.189594083,34.2485677820001,5390,173,,8,SBD,,21.462,,B,"LAKE ARROWHEAD, JCT. RTE. 189 AT ARROWHEAD VILLAGE ROAD",8700,522,6,458,87.8,44,8.5,0,0,19,3.7,27,89,V
-117.19659299,34.233880722,5391,173,,8,SBD,,23.04,,B,JCT. RTE. 18,5100,204,4,160,78.3,25,12.3,7,3.3,12,6.1,13,86,E
-117.19659299,34.233880722,5392,173,,8,SBD,,23.04,,B,JCT. RTE. 18,5100,204,4,160,78.3,25,12.3,7,3.3,12,6.1,13,86,E
-120.94955602,39.0957990270001,5393,174,,3,PLA,,0,,A,"COLFAX, JCT. RTE. 80",17400,273,1.57,105,38.64,50,18.18,29,10.45,89,32.73,43,6,E
-120.94955602,39.0957990270001,5394,174,,3,PLA,,0,,A,"COLFAX, JCT. RTE. 80",17400,273,1.57,105,38.64,50,18.18,29,10.45,89,32.73,43,6,E
-120.959097401,39.131357612,5395,174,,3,PLA,,2.883,,O,PLACER/NEVADA COUNTY LINE,5400,391,7.24,66,16.9,132,33.8,99,25.35,94,23.94,61,3,E
-120.959097401,39.131357612,5396,174,,3,PLA,,2.883,,O,PLACER/NEVADA COUNTY LINE,5400,391,7.24,66,16.9,132,33.8,99,25.35,94,23.94,61,3,E
-120.959097401,39.131357612,5397,174,,3,NEV,,0,,O,PLACER/NEVADA COUNTY LINE,5400,391,7.24,66,16.9,132,33.8,99,25.35,94,23.94,61,3,E
-120.959097401,39.131357612,5398,174,,3,NEV,,0,,O,PLACER/NEVADA COUNTY LINE,5400,391,7.24,66,16.9,132,33.8,99,25.35,94,23.94,61,3,E
